Test Cases,Error Averages
1000,0.31928141493260986
5000,0.2745126934057868
10000,0.3200756304928764
20000,0.28575749074599666
35000,0.23148873969874742
50000,0.290268762521145
65000,0.35607860287180876
80000,0.32102830590421716
100000,0.2149760644173077
